Base Unit of Measure,Unrestricted,Storage Location,Material Number,Material Description,Plant,Special Stock,Special stock number
EA,4,PROD,1180045A-X2N,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,4,PROD,1180045A-X2N,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,27,PROD,1180045A-X3A,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10252
EA,15,PROD,1180045A-X3A,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10276
EA,6,PROD,1180045A-X3A,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,4,PROD,1180045A-X3A,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,4,PROD,1180045A-X3B,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10252
EA,4,PROD,1180045A-X3B,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10276
EA,8,PROD,1180045A-X3B,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,8,PROD,1180045A-X3B,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,18,PROD,1180045A-X3C,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10252
EA,10,PROD,1180045A-X3C,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10276
EA,12,PROD,1180045A-X3C,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,8,PROD,1180045A-X3C,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,6,PROD,1180045A-X3D,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,6,PROD,1180045A-X3D,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,27,PROD,1180045A-X3F,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,15,PROD,1180045A-X3F,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,10,PROD,1180045A-X3G,PL 3/4 x 7 x 2'-1 1/2,HS01,Q,D-1180045-10252
EA,10,PROD,1180045A-X3G,PL 3/4 x 7 x 2'-1 1/2,HS01,Q,D-1180045-10276
EA,8,PROD,1180045A-X3G,PL 3/4 x 7 x 2'-1 1/2,HS01,Q,D-1180045-10602
EA,8,PROD,1180045A-X3G,PL 3/4 x 7 x 2'-1 1/2,HS01,Q,D-1180045-10626
EA,10,PROD,1180045A-X3G,PL 3/4 x 7 x 2'-1 1/2,HS01,Q,D-1180045-10952
EA,10,PROD,1180045A-X3G,PL 3/4 x 7 x 2'-1 1/2,HS01,Q,D-1180045-10976
EA,6,PROD,1180045A-X3H,PL 1 3/4 x 9 x 1'-10,HS01,Q,D-1180045-10252
EA,4,PROD,1180045A-X3H,PL 1 3/4 x 9 x 1'-10,HS01,Q,D-1180045-10602
EA,6,PROD,1180045A-X3H,PL 1 3/4 x 9 x 1'-10,HS01,Q,D-1180045-10952
EA,6,PROD,1180045A-X3K,PL 2 1/8 x 13 1/2 x 2'-3,HS01,Q,D-1180045-10252
EA,6,PROD,1180045A-X3K,PL 2 1/8 x 13 1/2 x 2'-3,HS01,Q,D-1180045-10276
EA,4,PROD,1180045A-X3K,PL 2 1/8 x 13 1/2 x 2'-3,HS01,Q,D-1180045-10602
EA,4,PROD,1180045A-X3K,PL 2 1/8 x 13 1/2 x 2'-3,HS01,Q,D-1180045-10626
EA,6,PROD,1180045A-X3K,PL 2 1/8 x 13 1/2 x 2'-3,HS01,Q,D-1180045-10952
EA,6,PROD,1180045A-X3K,PL 2 1/8 x 13 1/2 x 2'-3,HS01,Q,D-1180045-10976
EA,6,PROD,1180045A-X3M,PL 1 7/8 x 10 1/2 x 1'-11,HS01,Q,D-1180045-10276
EA,4,PROD,1180045A-X3M,PL 1 7/8 x 10 1/2 x 1'-11,HS01,Q,D-1180045-10626
EA,6,PROD,1180045A-X3M,PL 1 7/8 x 10 1/2 x 1'-11,HS01,Q,D-1180045-10976
EA,20,PROD,1180045B-X1A,PL 1/2 x 5 1/2 x 0'-11 1/2,HS01,Q,D-1180045-11303
EA,4,PROD,1180045B-X1B,PL 1/2 x 5 1/2 x 2'-0,HS01,Q,D-1180045-11303
EA,2,PROD,1180045B-X1C,PL 3/4 x 7 1/2 x 2'-0,HS01,Q,D-1180045-11303
EA,6,PROD,1180045B-X1D,PL 3/4 x 7 1/2 x 2'-0,HS01,Q,D-1180045-11303
EA,4,PROD,1180045B-X1F,PL 3/4 x 7 1/2 x 2'-0,HS01,Q,D-1180045-11303
EA,24,PROD,1180045B-X1G,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-11303
EA,16,PROD,1180045B-X1M,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-11303
EA,20,PROD,1180045B-X1N,PL 3/4 x 6 x 1'-9,HS01,Q,D-1180045-11303
EA,2,PROD,1180047A-M1A,PL 1/2 x 9 1/2 x 0'-11,HS01,Q,D-1180047-10285
EA,2,PROD,1180047A-M1A,PL 1/2 x 9 1/2 x 0'-11,HS01,Q,D-1180047-10619
EA,2,PROD,1180047A-M1A,PL 1/2 x 9 1/2 x 0'-11,HS01,Q,D-1180047-10953
EA,2,PROD,1180047A-M1B,PL 1/2 x 9 1/2 x 0'-11,HS01,Q,D-1180047-10285
EA,2,PROD,1180047A-M1B,PL 1/2 x 9 1/2 x 0'-11,HS01,Q,D-1180047-10619
EA,2,PROD,1180047A-M1B,PL 1/2 x 9 1/2 x 0'-11,HS01,Q,D-1180047-10953
EA,2,PROD,1180047A-M1C,PL 1/2 x 14 x 1'-2,HS01,Q,D-1180047-10285
EA,2,PROD,1180047A-M1C,PL 1/2 x 14 x 1'-2,HS01,Q,D-1180047-10619
EA,2,PROD,1180047A-M1C,PL 1/2 x 14 x 1'-2,HS01,Q,D-1180047-10953
EA,2,PROD,1180047A-M1D,PL 1/2 x 18 x 1'-6,HS01,Q,D-1180047-10285
EA,2,PROD,1180047A-M1D,PL 1/2 x 18 x 1'-6,HS01,Q,D-1180047-10619
EA,2,PROD,1180047A-M1D,PL 1/2 x 18 x 1'-6,HS01,Q,D-1180047-10953
EA,8,PROD,1180047A-X2M,PL 2 x 12 1/2 x 2'-1,HS01,Q,D-1180047-10249
EA,7,PROD,1180047A02-MP1-A,PL 1 1/4 x 13 x 2'-1,HS01,Q,D-1180047-10628
EA,7,PROD,1180047A02-MP2-A,PL 2 x 12 x 2'-0,HS01,Q,D-1180047-10635
EA,7,PROD,1180047A03-MP1-A,PL 1 1/4 x 13 x 2'-1,HS01,Q,D-1180047-10962
EA,7,PROD,1180047A03-MP2-A,PL 2 x 12 x 2'-0,HS01,Q,D-1180047-10969
EA,1,PROD,1180051A-M1-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10249
EA,1,PROD,1180051A-M1-BD,PL 3 1/8 x 26 x 2'-5 5/8,HS02,Q,D-1180051-10249
EA,1,PROD,1180051A-M10-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10399
EA,1,PROD,1180051A-M10-BT,PL 3 1/8 x 20 x 2'-5 5/8,HS02,Q,D-1180051-10399
EA,1,PROD,1180051A-M11-BAA,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10249
EA,1,PROD,1180051A-M11-BAB,PL 3 1/16 x 26 x 2'-4 1/2,HS02,Q,D-1180051-10249
EA,1,PROD,1180051A-M12-BAA,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10429
EA,1,PROD,1180051A-M12-BAB,PL 3 1/16 x 26 x 2'-4 1/2,HS02,Q,D-1180051-10429
EA,1,PROD,1180051A-M13-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10279
EA,1,PROD,1180051A-M13-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10339
EA,1,PROD,1180051A-M13-BM,PL 3 1/16 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10279
EA,1,PROD,1180051A-M13-BM,PL 3 1/16 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10339
EA,1,PROD,1180051A-M14-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10309
EA,1,PROD,1180051A-M14-BM,PL 3 1/16 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10309
EA,1,PROD,1180051A-M15-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10309
EA,1,PROD,1180051A-M15-BM,PL 3 1/16 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10309
EA,1,PROD,1180051A-M16-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10279
EA,1,PROD,1180051A-M16-BM,PL 3 1/16 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10279
EA,1,PROD,1180051A-M17-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10339
EA,1,PROD,1180051A-M17-BM,PL 3 1/16 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10339
EA,1,PROD,1180051A-M18-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10369
EA,1,PROD,1180051A-M18-BM,PL 3 1/16 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10369
EA,1,PROD,1180051A-M19-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10399
EA,1,PROD,1180051A-M19-BM,PL 3 1/16 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10399
EA,1,PROD,1180051A-M2-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10429
EA,1,PROD,1180051A-M2-BD,PL 3 1/8 x 26 x 2'-5 5/8,HS02,Q,D-1180051-10429
EA,1,PROD,1180051A-M20-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10459
EA,1,PROD,1180051A-M20-BS,PL 3 1/8 x 26 x 2'-4 1/2,HS02,Q,D-1180051-10459
EA,1,PROD,1180051A-M21-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10579
EA,1,PROD,1180051A-M21-BS,PL 3 1/8 x 26 x 2'-4 1/2,HS02,Q,D-1180051-10579
EA,1,PROD,1180051A-M22-BAD,PL 3 1/8 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M22-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M23-BAD,PL 3 1/8 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M23-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M24-BAD,PL 3 1/8 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M24-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M25-BAD,PL 3 1/8 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M25-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M26-BAD,PL 3 1/8 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10549
EA,1,PROD,1180051A-M26-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10549
EA,1,PROD,1180051A-M27-BAD,PL 3 1/8 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10549
EA,1,PROD,1180051A-M27-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10549
EA,1,PROD,1180051A-M28-BAD,PL 3 1/8 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M28-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M29-BAD,PL 3 1/8 x 20 x 2'-4 1/2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M29-BK,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M3-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10279
EA,1,PROD,1180051A-M3-BT,PL 3 1/8 x 20 x 2'-5 5/8,HS02,Q,D-1180051-10279
EA,1,PROD,1180051A-M30-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10459
EA,1,PROD,1180051A-M30-BD,PL 3 1/16 x 26 x 2'-4,HS02,Q,D-1180051-10459
EA,1,PROD,1180051A-M31-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10579
EA,1,PROD,1180051A-M31-BD,PL 3 1/16 x 26 x 2'-4,HS02,Q,D-1180051-10579
EA,1,PROD,1180051A-M32-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M32-BT,PL 3 1/16 x 20 x 2'-4,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M33-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M33-BT,PL 3 1/16 x 20 x 2'-4,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M34-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M34-BT,PL 3 1/16 x 20 x 2'-4,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M35-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M35-BT,PL 3 1/16 x 20 x 2'-4,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M36-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10549
EA,1,PROD,1180051A-M36-BT,PL 3 1/16 x 20 x 2'-4,HS02,Q,D-1180051-10549
EA,1,PROD,1180051A-M37-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10549
EA,1,PROD,1180051A-M37-BT,PL 3 1/16 x 20 x 2'-4,HS02,Q,D-1180051-10549
EA,1,PROD,1180051A-M38-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M38-BT,PL 3 1/16 x 20 x 2'-4,HS02,Q,D-1180051-10489
EA,1,PROD,1180051A-M39-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10519
EA,1,PROD,1180051A-M39-BT,PL 3 1/16 x 20 x 2'-4,HS02,Q,D-1180051-10519
EA,2,PROD,1180051A-M40-BAA,PL 1/2 x 20 x 2'-2,HS01,Q,D-1180051-10710
EA,2,PROD,1180051A-M40-BY,PL 1/4 x 20 x 2'-2,HS01,Q,D-1180051-10710
EA,1,PROD,1180051A-M7-BT,PL 3 1/8 x 20 x 2'-5 5/8,HS02,Q,D-1180051-10339
EA,1,PROD,1180051A-M8-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10339
EA,1,PROD,1180051A-M8-BT,PL 3 1/8 x 20 x 2'-5 5/8,HS02,Q,D-1180051-10339
EA,1,PROD,1180051A-M9-BC,PL 2 x 20 x 2'-2,HS02,Q,D-1180051-10369
EA,1,PROD,1180051A-M9-BT,PL 3 1/8 x 20 x 2'-5 5/8,HS02,Q,D-1180051-10369
EA,4,PROD,1180051A-X1A,PL 1 x 8 x 3'-10 1/16,HS01,Q,D-1180051-10489
EA,12,PROD,1180051A-X1A,PL 1 x 8 x 3'-10 1/16,HS01,Q,D-1180051-10519
EA,8,PROD,1180051A-X1A,PL 1 x 8 x 3'-10 1/16,HS01,Q,D-1180051-10549
EA,4,PROD,1180051A-X1A,PL 1 x 8 x 3'-10 1/16,HS01,Q,D-1180051-10579
EA,2,PROD,1180051A-X1B,PL 1 x 8 x 3'-10 1/16,HS01,Q,D-1180051-10399
EA,2,PROD,1180051A-X1C,PL 3/4 x 8 x 3'-10,HS01,Q,D-1180051-10489
EA,41,PROD,1180051A-X1G,PL 1/2 x 6 x 0'-10,HS01,Q,D-1180051-10339
EA,14,PROD,1180051A-X1G,PL 1/2 x 6 x 0'-10,HS01,Q,D-1180051-10369
EA,9,PROD,1180051A-X1G,PL 1/2 x 6 x 0'-10,HS01,Q,D-1180051-10459
EA,1,PROD,1180051A-X1G,PL 1/2 x 6 x 0'-10,HS02,Q,D-1180051-10339
EA,1,PROD,1180077A-M1B,PL 3/8 x 12 x 1'-2 1/4,HS01,Q,D-1180077-10296
EA,1,PROD,1180077A-M1C,PL 3/8 x 8 x 1'-2 1/4,HS01,Q,D-1180077-10296
EA,1,PROD,1180077A-M1F,PL 3/8 x 12 x 1'-1 3/4,HS01,Q,D-1180077-10296
EA,1,PROD,1180077A-M1G,PL 3/8 x 8 x 1'-1 3/4,HS01,Q,D-1180077-10296
EA,1,PROD,1180077A-M1H,PL 3/8 x 7 x 2'-0 1/4,HS01,Q,D-1180077-10314
EA,1,PROD,1180078B-TB08-1-W1,PL 1 1/2 x 33 x 16'-0,HS01,Q,D-1180078-11175
EA,8,PROD,1180080A-X3K,PL 1 x 10 x 5'-0,HS01,Q,D-1180080-10280
EA,2,PROD,1180080A-X3K,PL 1 x 10 x 5'-0,HS01,Q,D-1180080-10304
EA,64,PROD,1180080A-X3M,PL 1 x 10 x 5'-0,HS01,Q,D-1180080-10250
EA,28,PROD,1180080A-X3M,PL 1 x 10 x 5'-0,HS01,Q,D-1180080-10280
EA,10,PROD,1180080A-X3M,PL 1 x 10 x 5'-0,HS01,Q,D-1180080-10304
EA,32,PROD,1180080A-X3N,PL 1 x 10 x 5'-0,HS01,Q,D-1180080-10280
EA,8,PROD,1180081A-M1A,PL 3/4 x 34 x 1'-6 1/4,HS01,Q,D-1180081-10645
EA,8,PROD,1180081A-M1B,PL 3/4 x 34 x 1'-6 1/4,HS01,Q,D-1180081-10645
EA,5,PROD,1180081A-MP1-A,PL 2 1/2 x 15 x 3'-3,HS01,Q,D-1180081-10658
EA,5,PROD,1180081A-MP2-A,PL 1 1/2 x 20 x 3'-4,HS01,Q,D-1180081-10653
EA,32,PROD,1180081A-PD15-A,PL 11/16 x 71 3/8 x 4'-7 3/16,HS01,Q,D-1180081-10631
EA,8,PROD,1180081A-PD16-A,PL 11/16 x 71 3/8 x 4'-7 3/16,HS01,Q,D-1180081-10638
EA,1,PROD,1180081A-PD5-A,PL 11/16 x 42 3/16 x 9'-5 1/8,HS01,Q,D-1180081-10645
EA,1,PROD,1180081A-PD6-A,PL 11/16 x 42 3/16 x 9'-5 5/16,HS01,Q,D-1180081-10645
EA,2,PROD,1180081A-PD7-A,PL 11/16 x 42 3/16 x 9'-5 3/8,HS01,Q,D-1180081-10645
EA,3,PROD,1180081A-PD8-A,PL 11/16 x 42 3/16 x 9'-5 1/2,HS01,Q,D-1180081-10645
EA,1,PROD,1180081A-PD9-A,PL 11/16 x 42 3/16 x 9'-5 3/4,HS01,Q,D-1180081-10645
EA,2,PROD,1180081A-X1A,PL 1/2 x 56 1/2 x 1'-10,HS01,Q,D-1180081-10256
EA,2,PROD,1180081A-X1A,PL 1/2 x 56 1/2 x 1'-10,HS01,Q,D-1180081-10280
EA,3,PROD,1180081A-X1A,PL 1/2 x 56 1/2 x 1'-10,HS01,Q,D-1180081-10304
EA,2,PROD,1180081A-X1A,PL 1/2 x 56 1/2 x 1'-10,HS01,Q,D-1180081-10352
EA,2,PROD,1180081A-X1A,PL 1/2 x 56 1/2 x 1'-10,HS01,Q,D-1180081-10506
EA,2,PROD,1180081A-X1A,PL 1/2 x 56 1/2 x 1'-10,HS01,Q,D-1180081-10530
EA,2,PROD,1180081A-X1A,PL 1/2 x 56 1/2 x 1'-10,HS01,Q,D-1180081-10554
EA,2,PROD,1180081A-X1A,PL 1/2 x 56 1/2 x 1'-10,HS01,Q,D-1180081-10578
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10256
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10280
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10304
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10328
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10352
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10506
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10530
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10554
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10578
EA,1,PROD,1180081A-X1B,PL 1 3/8 x 26 x 4'-2,HS01,Q,D-1180081-10602
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10256
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10280
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10304
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10328
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10352
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10506
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10530
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10578
EA,1,PROD,1180081A-X1C,PL 1 3/8 x 24 x 4'-2,HS01,Q,D-1180081-10602
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10256
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10280
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10304
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10328
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10352
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10506
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10530
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10554
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10578
EA,2,PROD,1180081A-X1D,PL 1 1/2 x 12 x 4'-2,HS01,Q,D-1180081-10602
EA,2,PROD,1180081A-X1F,PL 1 1/2 x 11 x 4'-2,HS01,Q,D-1180081-10256
EA,2,PROD,1180081A-X1F,PL 1 1/2 x 11 x 4'-2,HS01,Q,D-1180081-10280
EA,2,PROD,1180081A-X1F,PL 1 1/2 x 11 x 4'-2,HS01,Q,D-1180081-10304
EA,2,PROD,1180081A-X1F,PL 1 1/2 x 11 x 4'-2,HS01,Q,D-1180081-10328
EA,2,PROD,1180081A-X1F,PL 1 1/2 x 11 x 4'-2,HS01,Q,D-1180081-10352
EA,2,PROD,1180081A-X1F,PL 1 1/2 x 11 x 4'-2,HS01,Q,D-1180081-10506
EA,2,PROD,1180081A-X1F,PL 1 1/2 x 11 x 4'-2,HS01,Q,D-1180081-10530
EA,2,PROD,1180081A-X1F,PL 1 1/2 x 11 x 4'-2,HS01,Q,D-1180081-10554
EA,1,PROD,1180081A-X2A,PL 1 x 10 x 5'-2,HS01,Q,D-1180081-10352
EA,1,PROD,1180081A-X2B,PL 1 x 10 x 5'-2 1/16,HS01,Q,D-1180081-10602
EA,2,PROD,1180081A-X2C,PL 1 x 10 x 4'-3 3/4,HS01,Q,D-1180081-10304
EA,2,PROD,1180081A-X2C,PL 1 x 10 x 4'-3 3/4,HS01,Q,D-1180081-10328
EA,1,PROD,1180081A-X2C,PL 1 x 10 x 4'-3 3/4,HS01,Q,D-1180081-10352
EA,2,PROD,1180081A-X2C,PL 1 x 10 x 4'-3 3/4,HS01,Q,D-1180081-10506
EA,2,PROD,1180081A-X2C,PL 1 x 10 x 4'-3 3/4,HS01,Q,D-1180081-10530
EA,2,PROD,1180081A-X2C,PL 1 x 10 x 4'-3 3/4,HS01,Q,D-1180081-10554
EA,1,PROD,1180081A-X2D,PL 1 x 10 x 4'-3 13/16,HS01,Q,D-1180081-10256
EA,1,PROD,1180081A-X2D,PL 1 x 10 x 4'-3 13/16,HS01,Q,D-1180081-10280
EA,1,PROD,1180081A-X2D,PL 1 x 10 x 4'-3 13/16,HS01,Q,D-1180081-10578
EA,1,PROD,1180081A-X2F,PL 1 x 10 x 4'-3 13/16,HS01,Q,D-1180081-10256
EA,1,PROD,1180081A-X2F,PL 1 x 10 x 4'-3 13/16,HS01,Q,D-1180081-10280
EA,1,PROD,1180081A-X2F,PL 1 x 10 x 4'-3 13/16,HS01,Q,D-1180081-10578
EA,1,PROD,1180081A-X2F,PL 1 x 10 x 4'-3 13/16,HS01,Q,D-1180081-10602
EA,6,PROD,1180081A-X2K,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10428
EA,6,PROD,1180081A-X2K,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10480
EA,4,PROD,1180081A-X2K,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10554
EA,4,PROD,1180081A-X2K,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10602
EA,1,PROD,1180081A-X2M,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10280
EA,2,PROD,1180081A-X2M,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10480
EA,1,PROD,1180081A-X2N,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10280
EA,1,PROD,1180081A-X2N,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10328
EA,1,PROD,1180081A-X2N,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10428
EA,1,PROD,1180081A-X3A,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10280
EA,1,PROD,1180081A-X3A,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10328
EA,2,PROD,1180081A-X3A,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10428
EA,2,PROD,1180081A-X3A,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10480
EA,1,PROD,1180081A-X3B,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10280
EA,1,PROD,1180081A-X3B,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10328
EA,1,PROD,1180081A-X3C,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10328
EA,1,PROD,1180081A-X3C,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10352
EA,1,PROD,1180081A-X3C,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10402
EA,1,PROD,1180081A-X3C,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10428
EA,4,PROD,1180081A-X3D,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10304
EA,1,PROD,1180081A-X3D,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10328
EA,7,PROD,1180081A-X3D,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10352
EA,10,PROD,1180081A-X3D,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10402
EA,1,PROD,1180081A-X3D,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10428
EA,10,PROD,1180081A-X3D,PL 1/2 x 6 x 5'-2,HS01,Q,D-1180081-10454
