Base Unit of Measure,Unrestricted,Storage Location,Material Number,Material Description,Plant,Special Stock,Special stock number
EA,4,PROD,1170082A-X303K,PL 1 1/4 x 11 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11692
EA,4,PROD,1170082A-X303K,PL 1 1/4 x 11 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11715
EA,4,PROD,1170082A-X303M,PL 1 1/4 x 10 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11692
EA,6,PROD,1170082A-X303M,PL 1 1/4 x 10 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11715
EA,2,PROD,1170082A-X303M,PL 1 1/4 x 10 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11738
EA,2,PROD,1170082A-X303N,PL 1 1/8 x 10 1/2 x 4'-1 1/2,HS01,Q,D-1170082-12161
EA,2,PROD,1170082A-X303P,PL 1 1/8 x 10 1/2 x 4'-1 1/2,HS01,Q,D-1170082-12138
EA,4,PROD,1170082A-X304A,PL 1 x 11 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11692
EA,6,PROD,1170082A-X304A,PL 1 x 11 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11715
EA,2,PROD,1170082A-X304A,PL 1 x 11 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11738
EA,4,PROD,1170082A-X304B,PL 1 x 10 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11692
EA,6,PROD,1170082A-X304B,PL 1 x 10 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11715
EA,2,PROD,1170082A-X304B,PL 1 x 10 1/2 x 3'-7 1/2,HS01,Q,D-1170082-11738
EA,4,PROD,1170082A-X304C,PL 1 x 10 1/2 x 3'-1 1/2,HS01,Q,D-1170082-12115
EA,1,PROD,1170082A-X304D,PL 1/2 x 26 x 2'-3 5/8,HS01,Q,D-1170082-11861
EA,2,PROD,1170082A-X304H,PL 1/2 x 24 x 2'-0 5/8,HS01,Q,D-1170082-12115
EA,1,PROD,1170082A-X304H,PL 1/2 x 24 x 2'-0 5/8,HS01,Q,D-1170082-12138
EA,1,PROD,1170082A-X304H,PL 1/2 x 24 x 2'-0 5/8,HS01,Q,D-1170082-12161
EA,3,PROD,1170082A-X304K,PL 1/2 x 24 x 1'-9 5/8,HS01,Q,D-1170082-11838
EA,1,PROD,1170082A-X304K,PL 1/2 x 24 x 1'-9 5/8,HS01,Q,D-1170082-11861
EA,3,PROD,1170082A-X304M,PL 1/4 x 26 x 2'-3 5/8,HS01,Q,D-1170082-11815
EA,4,PROD,1170082A-X305A,PL 1/4 x 24 x 1'-9 5/8,HS01,Q,D-1170082-11638
EA,3,PROD,1170082A-X305A,PL 1/4 x 24 x 1'-9 5/8,HS01,Q,D-1170082-11838
EA,3,PROD,1170082A-X307C,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11715
EA,1,PROD,1170082A-X307C,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11738
EA,1,PROD,1170082A-X307C,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11938
EA,1,PROD,1170082A-X307C,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11984
EA,2,PROD,1170082A-X307D,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11692
EA,5,PROD,1170082A-X307D,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11715
EA,1,PROD,1170082A-X307D,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11738
EA,2,PROD,1170082A-X307D,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11938
EA,4,PROD,1170082A-X307F,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11692
EA,6,PROD,1170082A-X307F,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11715
EA,4,PROD,1170082A-X307F,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11938
EA,2,PROD,1170082A-X307F,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11961
EA,6,PROD,1170082A-X308B,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11692
EA,6,PROD,1170082A-X308B,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11715
EA,2,PROD,1170082A-X308B,PL 1 1/2 x 11 1/2 x 8'-0 1/16,HS01,Q,D-1170082-11738
EA,6,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-11611
EA,30,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-11715
EA,12,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-11738
EA,2,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-11788
EA,24,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-11815
EA,14,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-11861
EA,1,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-11884
EA,8,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-11984
EA,19,PROD,1170082A-X309C,PL 3/4 x 11 1/2 x 8'-0,HS01,Q,D-1170082-12161
EA,1,PROD,1170082A-X4A,PL 1 1/2 x 10 1/2 x 7'-6 1/8,HS01,Q,D-1170082-10623
EA,1,PROD,1170082A-X4D,PL 1 1/2 x 10 1/2 x 7'-6 1/8,HS01,Q,D-1170082-10623
EA,2,PROD,1170082A-X5B,PL 1 x 10 1/2 x 7'-6 1/8,HS01,Q,D-1170082-10623
EA,3,PROD,1170082A-X5C,PL 1 x 10 1/2 x 7'-6 1/8,HS01,Q,D-1170082-10623
EA,1,PROD,1170082A-X5D,PL 1 x 10 1/2 x 7'-6 1/8,HS01,Q,D-1170082-10623
EA,1,PROD,1170082A-X5F,PL 1 x 10 1/2 x 7'-6 1/8,HS01,Q,D-1170082-10623
EA,5,PROD,1170082A-X7C,PL 3/4 x 8 1/2 x 1'-5 3/4,HS01,Q,D-1170082-10411
EA,8,PROD,1170082A-X7D,PL 3/4 x 8 1/2 x 1'-5 3/4,HS01,Q,D-1170082-10411
EA,5,PROD,1170082A-X7H,PL 3/4 x 8 1/2 x 1'-5 3/4,HS01,Q,D-1170082-10411
EA,8,PROD,1170082A-X7K,PL 3/4 x 8 1/2 x 1'-5 3/4,HS01,Q,D-1170082-10411
EA,2,PROD,1170082A-X7M,PL 3/4 x 8 1/2 x 1'-5 3/4,HS01,Q,D-1170082-10411
EA,6,PROD,1170082A-X7M,PL 3/4 x 8 1/2 x 1'-5 3/4,HS01,Q,D-1170082-10623
EA,4,PROD,1170082A-X7N,PL 3/4 x 8 1/2 x 1'-5 3/4,HS01,Q,D-1170082-10411
EA,5,PROD,1170082A-X7N,PL 3/4 x 8 1/2 x 1'-5 3/4,HS01,Q,D-1170082-10623
EA,3,PROD,1170082A-X7P,PL 3/4 x 8 1/2 x 7'-6,HS01,Q,D-1170082-10623
EA,3,PROD,1170082A-X7P,PL 3/4 x 8 1/2 x 7'-6,HS01,Q,D-1170082-10677
EA,1,PROD,1170082A-X7P,PL 3/4 x 8 1/2 x 7'-6,HS01,Q,D-1170082-10704
EA,9,PROD,1170082A-X7P,PL 3/4 x 8 1/2 x 7'-6,HS01,Q,D-1170082-10731
EA,2,PROD,1170082A-X8A,PL 3/4 x 8 1/2 x 7'-6,HS01,Q,D-1170082-10623
EA,3,PROD,1170082A-X8B,PL 3/4 x 8 1/2 x 7'-6,HS01,Q,D-1170082-10623
EA,2,PROD,1170082A-X8C,PL 3/4 x 8 1/2 x 7'-6,HS01,Q,D-1170082-10623
EA,14,PROD,1170082A-X8N,PL 3/8 x 4 x 0'-5,HS01,Q,D-1170082-10411
EA,7,PROD,1170082A-X8N,PL 3/8 x 4 x 0'-5,HS01,Q,D-1170082-10623
EA,1,PROD,1170082B-G2F-B1,PL 1 1/4 x 28 x 36'-8 15/16,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-G2F-B2,PL 1 1/4 x 28 x 73'-6 11/16,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-G2F-T1,PL 1 1/4 x 28 x 36'-8 15/16,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-G2F-T2,PL 1 1/4 x 28 x 73'-9 3/8,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-G2F-W1,PL 3/4 x 60 x 39'-10 1/8,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-G2F-W2,PL 3/4 x 60 x 70'-8 1/16,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-G2G-B1,PL 1 3/4 x 28 x 29'-11 7/8,HS01,Q,D-1170082-13401
EA,1,PROD,1170082B-G2G-B2,PL 1 3/4 x 28 x 43'-10 7/16,HS01,Q,D-1170082-13401
EA,1,PROD,1170082B-G2G-T1,PL 1 1/4 x 28 x 29'-11 7/8,HS01,Q,D-1170082-13401
EA,1,PROD,1170082B-G2G-T2,PL 1 1/4 x 28 x 43'-10 3/16,HS01,Q,D-1170082-13401
EA,1,PROD,1170082B-G2G-W1,PL 3/4 x 60 x 73'-10 7/16,HS01,Q,D-1170082-13401
EA,1,PROD,1170082B-G2H-B1,PL 1 1/4 x 28 x 32'-7 7/8,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-G2H-B2,PL 1 1/4 x 28 x 18'-6 7/16,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-G2H-B3,PL 1 1/4 x 28 x 46'-8 15/16,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-G2H-T1,PL 1 1/4 x 28 x 32'-7 7/8,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-G2H-T2,PL 1 1/4 x 28 x 18'-6 1/4,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-G2H-T3,PL 1 1/4 x 28 x 46'-8,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-G2H-W1,PL 3/4 x 60 x 34'-0,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-G2H-W2,PL 3/4 x 60 x 63'-11 1/4,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-G3F-B1,PL 1 1/4 x 28 x 33'-8 15/16,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-G3F-B2,PL 1 1/4 x 28 x 67'-4 5/8,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-G3F-T1,PL 1 1/4 x 28 x 33'-8 15/16,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-G3F-T2,PL 1 1/4 x 28 x 67'-7 1/16,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-G3F-W1,PL 3/4 x 60 x 39'-10 1/8,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-G3F-W2,PL 3/4 x 60 x 61'-5 13/16,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-G3G-B1,PL 1 1/4 x 28 x 29'-11 7/8,HS01,Q,D-1170082-13425
EA,1,PROD,1170082B-G3G-B2,PL 1 1/4 x 28 x 41'-11 5/16,HS01,Q,D-1170082-13425
EA,1,PROD,1170082B-G3G-T1,PL 1 1/4 x 28 x 29'-11 7/8,HS01,Q,D-1170082-13425
EA,1,PROD,1170082B-G3G-T2,PL 1 1/4 x 28 x 41'-10 13/16,HS01,Q,D-1170082-13425
EA,1,PROD,1170082B-G3G-W1,PL 3/4 x 60 x 71'-11 3/16,HS01,Q,D-1170082-13425
EA,1,PROD,1170082B-G3H-B1,PL 1 1/4 x 28 x 36'-0 7/8,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-G3H-B2,PL 1 1/4 x 28 x 13'-3 3/16,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-G3H-B3,PL 1 1/4 x 28 x 59'-0 3/16,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-G3H-T1,PL 1 1/4 x 28 x 36'-0 7/8,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-G3H-T2,PL 1 1/4 x 28 x 13'-3 5/16,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-G3H-T3,PL 1 1/4 x 28 x 58'-11 1/8,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-G3H-W1,PL 3/4 x 60 x 34'-0,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-G3H-W2,PL 3/4 x 60 x 74'-4 5/16,HS01,Q,D-1170082-13535
EA,16,PROD,1170082B-M401C,PL 5/8 x 19 1/2 x 1'-10,HS01,Q,D-1170082-13741
EA,32,PROD,1170082B-M401G,PL 5/8 x 18 1/4 x 1'-5 3/4,HS01,Q,D-1170082-13729
EA,5,PROD,1170082B-M401H,PL 5/8 x 18 x 1'-5 3/4,HS01,Q,D-1170082-13729
EA,1,PROD,1170082B-M401P,PL 5/8 x 19 3/4 x 1'-10 1/4,HS01,Q,D-1170082-13741
EA,32,PROD,1170082B-M401W,PL 5/8 x 19 x 1'-6 1/4,HS01,Q,D-1170082-13729
EA,30,PROD,1170082B-M401Y,PL 5/8 x 18 3/4 x 1'-6 1/4,HS01,Q,D-1170082-13729
EA,16,PROD,1170082B-M402D,PL 5/8 x 19 3/4 x 1'-10,HS01,Q,D-1170082-13741
EA,32,PROD,1170082B-M402F,PL 5/8 x 19 x 1'-5 3/4,HS01,Q,D-1170082-13729
EA,30,PROD,1170082B-M402G,PL 5/8 x 18 3/4 x 1'-5 3/4,HS01,Q,D-1170082-13729
EA,16,PROD,1170082B-M402N,PL 5/8 x 19 1/2 x 1'-10 1/4,HS01,Q,D-1170082-13741
EA,3,PROD,1170082B-M403A,PL 5/8 x 19 1/4 x 1'-10 1/4,HS01,Q,D-1170082-13741
EA,32,PROD,1170082B-M403C,PL 5/8 x 18 1/4 x 1'-6 1/4,HS01,Q,D-1170082-13729
EA,30,PROD,1170082B-M403D,PL 5/8 x 18 x 1'-6 1/4,HS01,Q,D-1170082-13729
EA,62,PROD,1170082B-M403M,PL 5/8 x 8 x 1'-10 1/2,HS01,Q,D-1170082-13729
EA,19,PROD,1170082B-M403M,PL 5/8 x 8 x 1'-10 1/2,HS01,Q,D-1170082-13741
EA,2,PROD,1170082B-X401D,PL 7/16 x 54 1/2 x 1'-7 1/2,HS01,Q,D-1170082-13510
EA,2,PROD,1170082B-X401F,PL 7/16 x 54 1/2 x 1'-7 1/2,HS01,Q,D-1170082-13290
EA,2,PROD,1170082B-X401K,PL 7/16 x 53 1/2 x 1'-7 1/2,HS01,Q,D-1170082-13290
EA,2,PROD,1170082B-X401K,PL 7/16 x 53 1/2 x 1'-7 1/2,HS01,Q,D-1170082-13315
EA,2,PROD,1170082B-X401K,PL 7/16 x 53 1/2 x 1'-7 1/2,HS01,Q,D-1170082-13510
EA,2,PROD,1170082B-X401K,PL 7/16 x 53 1/2 x 1'-7 1/2,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-X402M,PL 1 x 28 x 2'-0 5/8,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-X402N,PL 1 x 28 x 1'-6 5/8,HS01,Q,D-1170082-13290
EA,2,PROD,1170082B-X403A,PL 7/16 x 53 1/2 x 1'-7 1/2,HS01,Q,D-1170082-13035
EA,1,PROD,1170082B-X403H,PL 3/4 x 28 x 2'-0 5/8,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-X403N,PL 3/4 x 28 x 1'-3 5/8,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-X404D,PL 1/2 x 28 x 1'-6 5/8,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-X404H,PL 1/2 x 28 x 1'-3 5/8,HS01,Q,D-1170082-13290
EA,2,PROD,1170082B-X407H,PL 5/8 x 28 x 4'-1 1/2,HS01,Q,D-1170082-13315
EA,1,PROD,1170082B-X408A,PL 5/8 x 28 x 3'-1 1/2,HS01,Q,D-1170082-13510
EA,1,PROD,1170082B-X408B,PL 5/8 x 28 x 3'-1 1/2,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-X408F,PL 5/8 x 28 x 2'-7 1/2,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-X408G,PL 5/8 x 28 x 2'-7 1/2,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-X408K,PL 5/8 x 28 x 2'-1 1/2,HS01,Q,D-1170082-13290
EA,2,PROD,1170082B-X408K,PL 5/8 x 28 x 2'-1 1/2,HS01,Q,D-1170082-13315
EA,3,PROD,1170082B-X408K,PL 5/8 x 28 x 2'-1 1/2,HS01,Q,D-1170082-13510
EA,4,PROD,1170082B-X408K,PL 5/8 x 28 x 2'-1 1/2,HS01,Q,D-1170082-13535
EA,4,PROD,1170082B-X411P,PL 3/4 x 12 1/2 x 4'-1 1/2,HS01,Q,D-1170082-13315
EA,2,PROD,1170082B-X412A,PL 3/4 x 12 1/2 x 3'-1 1/2,HS01,Q,D-1170082-13510
EA,2,PROD,1170082B-X412B,PL 3/4 x 12 1/2 x 3'-1 1/2,HS01,Q,D-1170082-13290
EA,2,PROD,1170082B-X412F,PL 3/4 x 12 1/2 x 2'-7 1/2,HS01,Q,D-1170082-13290
EA,2,PROD,1170082B-X412G,PL 3/4 x 12 1/2 x 2'-7 1/2,HS01,Q,D-1170082-13290
EA,3,PROD,1170082B-X412K,PL 3/4 x 12 1/2 x 2'-1 1/2,HS01,Q,D-1170082-13290
EA,4,PROD,1170082B-X412K,PL 3/4 x 12 1/2 x 2'-1 1/2,HS01,Q,D-1170082-13315
EA,6,PROD,1170082B-X412K,PL 3/4 x 12 1/2 x 2'-1 1/2,HS01,Q,D-1170082-13510
EA,3,PROD,1170082B-X412K,PL 3/4 x 12 1/2 x 2'-1 1/2,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-X414D,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13401
EA,1,PROD,1170082B-X414D,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13425
EA,1,PROD,1170082B-X414D,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13510
EA,2,PROD,1170082B-X414D,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-X414F,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13401
EA,1,PROD,1170082B-X414F,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13425
EA,1,PROD,1170082B-X414F,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13510
EA,3,PROD,1170082B-X415B,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13401
EA,5,PROD,1170082B-X415B,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13425
EA,4,PROD,1170082B-X415B,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13510
EA,4,PROD,1170082B-X415B,PL 1 x 11 x 5'-0,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-X415G,PL 1 x 11 x 5'-0 1/8,HS01,Q,D-1170082-13226
EA,4,PROD,1170082B-X415H,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-12824
EA,2,PROD,1170082B-X415H,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-13290
EA,1,PROD,1170082B-X415K,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-12911
EA,2,PROD,1170082B-X415K,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-13160
EA,3,PROD,1170082B-X415M,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-13290
EA,3,PROD,1170082B-X415M,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-13315
EA,9,PROD,1170082B-X415P,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-13510
EA,13,PROD,1170082B-X415P,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-13535
EA,1,PROD,1170082B-X416A,PL 5/8 x 11 x 5'-0,HS01,Q,D-1170082-13401
EA,4,PROD,1170082C-X501A,PL 3/8 x 69 1/2 x 1'-1 1/2,HS01,Q,D-1170082-14268
EA,1,PROD,1170082C-X503A,PL 1 x 8 x 6'-4 3/16,HS01,Q,D-1170082-14133
EA,1,PROD,1170082C-X503BA,PL 5/8 x 8 x 6'-4,HS01,Q,D-1170082-14326
EA,6,PROD,1170082C-X503BB,PL 5/8 x 8 x 6'-4,HS01,Q,D-1170082-14106
EA,1,PROD,1170082C-X503BB,PL 5/8 x 8 x 6'-4,HS01,Q,D-1170082-14241
EA,2,PROD,1170082C-X503BB,PL 5/8 x 8 x 6'-4,HS01,Q,D-1170082-14513
EA,1,PROD,1170082C-X503C,PL 1 x 8 x 6'-4 3/16,HS01,Q,D-1170082-14540
EA,2,PROD,1170082C-X604S,PL 7/8 x 8 x 4'-8,HS01,Q,D-1170082-15115
EA,4,PROD,1170082C-X605F,PL 5/8 x 8 x 4'-8,HS01,Q,D-1170082-15057
EA,1,PROD,1170082C-X605F,PL 5/8 x 8 x 4'-8,HS01,Q,D-1170082-15412
EA,2,PROD,1170082C-X701A,PL 3/8 x 51 1/2 x 1'-1 1/2,HS01,Q,D-1170082-16053
EA,2,PROD,1170082D-X801AA,PL 3/8 x 69 1/2 x 1'-1 1/2,HS01,Q,D-1170082-16889
EA,1,PROD,1170082D-X804F,PL 5/8 x 8 x 6'-2,HS01,Q,D-1170082-16455
EA,2,PROD,1170082D-X804G,PL 5/8 x 8 x 6'-2,HS01,Q,D-1170082-16740
EA,1,PROD,1170098B-G3A-B1,PL 1 x 15 x 31'-1 3/4,HS01,Q,D-1170098-10275
EA,1,PROD,1170098B-G3A-B2,PL 1 1/2 x 15 x 38'-2,HS01,Q,D-1170098-10275
EA,1,PROD,1170098B-G3A-B3,PL 1 x 15 x 31'-1 5/8,HS01,Q,D-1170098-10275
EA,1,PROD,1170098B-G3A-T1,PL 1 x 15 x 69'-4 3/4,HS01,Q,D-1170098-10275
EA,1,PROD,1170098B-G3A-T2,PL 1 x 15 x 31'-1 11/16,HS01,Q,D-1170098-10275
EA,1,PROD,1170098B-G3A-W1,PL 1/2 x 44 x 66'-8 1/4,HS01,Q,D-1170098-10275
EA,1,PROD,1170098B-G3A-W2,PL 1/2 x 44 x 33'-11 1/8,HS01,Q,D-1170098-10275
EA,4,PROD,1170098B-X1B,PL 3/4 x 7 x 3'-8,HS01,Q,D-1170098-10275
EA,10,PROD,1170098B-X1C,PL 5/8 x 7 x 3'-8,HS01,Q,D-1170098-10275
EA,8,PROD,1170098B-X1G,PL 1/2 x 7 3/4 x 3'-8,HS01,Q,D-1170098-10275
EA,2,PROD,1170098B-X1M,PL 5/8 x 7 x 3'-8,HS01,Q,D-1170098-10250
EA,6,PROD,1170098B-X1M,PL 5/8 x 7 x 3'-8,HS01,Q,D-1170098-10275
EA,2,PROD,1170143C-M101A,PL 1/2 x 24 x 2'-3,HS01,Q,D-1170143-11982
EA,2,PROD,1170143C-M101B,PL 1/2 x 24 x 2'-3,HS01,Q,D-1170143-11982
EA,2,PROD,1170143C-M101C,PL 1/2 x 24 x 2'-3,HS01,Q,D-1170143-11982
EA,24,PROD,1170143C-M101D,PL 1/2 x 9 1/4 x 0'-6 1/2,HS01,Q,D-1170143-11982
EA,20,PROD,1170143C-M301A,PL 7/8 x 20 x 1'-10,HS01,Q,D-1170143-11368
EA,2,PROD,1170143C-M303A,PL 1/2 x 93 3/16 x 0'-10 5/16,HS01,Q,D-1170143-12511
EA,2,PROD,1170143C-M303B,PL 1/2 x 93 3/16 x 0'-10 5/16,HS01,Q,D-1170143-12511
EA,14,PROD,1170143C-M303C,PL 1/2 x 89 3/16 x 0'-10 5/16,HS01,Q,D-1170143-12511
EA,4,PROD,1170143C-M303D,PL 1/2 x 7 1/2 x 7'-9 3/16,HS01,Q,D-1170143-12511
EA,12,PROD,1170143C-M303F,PL 1/2 x 7 1/2 x 7'-5 3/16,HS01,Q,D-1170143-12511
EA,2,PROD,1170143C-M303G,PL 1/2 x 7 1/2 x 7'-5 3/16,HS01,Q,D-1170143-12511
EA,4,PROD,1170143C-M303H,PL 1/2 x 3 1/2 x 0'-8,HS01,Q,D-1170143-12495
EA,6,PROD,1170143C-M303K,PL 1/2 x 3 1/2 x 0'-8,HS01,Q,D-1170143-12495
EA,8,PROD,1170143C-M303M,PL 7/8 x 6 1/2 x 0'-9,HS01,Q,D-1170143-12527
EA,30,PROD,1170143C-M304A,PL 1/2 x 20 x 1'-10,HS01,Q,D-1170143-12699
EA,2,PROD,1170143C-M304B,PL 1/2 x 20 x 1'-10,HS01,Q,D-1170143-12699
EA,8,PROD,1170143C-M304C,PL 1/2 x 18 x 5'-0,HS01,Q,D-1170143-12689
EA,30,PROD,1170143C-M304D,PL 1/4 x 20 x 1'-10,HS01,Q,D-1170143-12699
EA,2,PROD,1170143C-M304F,PL 1/4 x 20 x 1'-10,HS01,Q,D-1170143-12699
EA,8,PROD,1170143C-M304G,PL 1/4 x 18 x 5'-0,HS01,Q,D-1170143-12689
EA,4,PROD,1170143C-M306D,PL 1/2 x 24 x 2'-4 1/2,HS01,Q,D-1170143-12538
EA,2,PROD,1170143C-M306F,PL 1/2 x 24 x 2'-5,HS01,Q,D-1170143-12538
EA,4,PROD,1170143C-M306G,PL 1/2 x 24 x 2'-4 1/2,HS01,Q,D-1170143-12538
EA,20,PROD,1170143C-M306H,PL 1/2 x 9 1/4 x 0'-6 1/2,HS01,Q,D-1170143-12538
EA,20,PROD,1170143C-M306H,PL 1/2 x 9 1/4 x 0'-6 1/2,HS01,Q,D-1170143-12549
EA,8,PROD,1170143C-M306H,PL 1/2 x 9 1/4 x 0'-6 1/2,HS01,Q,D-1170143-12692
EA,16,PROD,1170143C-M306M,PL 1/2 x 9 1/4 x 0'-6 1/2,HS01,Q,D-1170143-12538
EA,16,PROD,1170143C-M306M,PL 1/2 x 9 1/4 x 0'-6 1/2,HS01,Q,D-1170143-12549
EA,2,PROD,1170143C-M306P,PL 3/8 x 7 x 1'-7,HS01,Q,D-1170143-12692
EA,1,PROD,1170143C-M307A,PL 1/2 x 28 x 2'-7,HS01,Q,D-1170143-12567
EA,1,PROD,1170143C-M307A,PL 1/2 x 28 x 2'-7,HS01,Q,D-1170143-12611
EA,4,PROD,1170143C-M307B,PL 1/2 x 28 x 2'-7,HS01,Q,D-1170143-12581
EA,2,PROD,1170143C-M307G,PL 5/8 x 10 x 2'-7,HS01,Q,D-1170143-12567
EA,4,PROD,1170143C-M307G,PL 5/8 x 10 x 2'-7,HS01,Q,D-1170143-12581
EA,2,PROD,1170143C-M307G,PL 5/8 x 10 x 2'-7,HS01,Q,D-1170143-12611
EA,4,PROD,1170143C-M307G,PL 5/8 x 10 x 2'-7,HS01,Q,D-1170143-12625
EA,4,PROD,1170143C-M307G,PL 5/8 x 10 x 2'-7,HS01,Q,D-1170143-12639
EA,4,PROD,1170143C-M307H,PL 1/4 x 9 x 1'-1 1/2,HS01,Q,D-1170143-12567
EA,8,PROD,1170143C-M307H,PL 1/4 x 9 x 1'-1 1/2,HS01,Q,D-1170143-12581
EA,4,PROD,1170143C-M307H,PL 1/4 x 9 x 1'-1 1/2,HS01,Q,D-1170143-12611
EA,6,PROD,1170143C-M307H,PL 1/4 x 9 x 1'-1 1/2,HS01,Q,D-1170143-12625
EA,2,PROD,1170143C-M308A,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-12597
EA,2,PROD,1170143C-M308B,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-11357
