Processing Status,Material,Material Description,Plant,Storage Location,Movement type,Qty in unit of entry,Unit of Entry,Order,Message Number,Created On,Error date,WBS Element,Error Text
,1180082C-G7C-T2,PL 1 1/2 x 24 x 26'-4 1/4,HS01,PROD,261,1,EA,1000660599,076,3/16/2019,3/16/2019,D-1180082-11355,Special stock PROD Q D-1180082-11355 1180082C-G7C-T2 of this material does not exist
,1180082C-G7C-T3,PL 1 1/2 x 24 x 26'-4 1/4,HS01,PROD,261,1,EA,1000660599,076,3/16/2019,3/16/2019,D-1180082-11355,Special stock PROD Q D-1180082-11355 1180082C-G7C-T3 of this material does not exist
,1180082C-G7C-W1,PL 5/8 x 69 x 79'-0 9/16,HS01,PROD,261,1,EA,1000660599,076,3/16/2019,3/16/2019,D-1180082-11355,Special stock PROD Q D-1180082-11355 1180082C-G7C-W1 of this material does not exist
,1180082C-G8A-W1,PL 5/8 x 69 x 44'-0 5/16,HS01,PROD,261,1,EA,1000660602,076,3/6/2019,3/6/2019,D-1180082-11218,Special stock PROD Q D-1180082-11218 1180082C-G8A-W1 of this material does not exist
,1180082C-G8A-W2,PL 5/8 x 69 x 56'-2 15/16,HS01,PROD,261,1,EA,1000660602,076,3/6/2019,3/6/2019,D-1180082-11218,Special stock PROD Q D-1180082-11218 1180082C-G8A-W2 of this material does not exist
,1180082C-G8B-W1,PL 5/8 x 69 x 81'-4 1/16,HS01,PROD,261,1,EA,1000660603,076,3/11/2019,3/11/2019,D-1180082-11273,Special stock PROD Q D-1180082-11273 1180082C-G8B-W1 of this material does not exist
,1180082C-G9B-W1,PL 5/8 x 69 x 82'-8 1/8,HS01,PROD,261,1,EA,1000660608,076,3/12/2019,3/12/2019,D-1180082-11273,Special stock PROD Q D-1180082-11273 1180082C-G9B-W1 of this material does not exist
,1180082C-X2H,PL 3/8 x 11 1/2 x 5'-9,HS01,PROD,261,8,EA,1000660599,021,3/16/2019,3/16/2019,D-1180082-11355,Deficit of Project stock unr. 2 EA : 1180082C-X2H HS01 PROD Q
,1180097A-G2A-W1,PL 3/4 x 30 x 82'-6 1/8,HS01,PROD,261,1,EA,1000654726,076,3/4/2019,3/4/2019,D-1180097-10279,Special stock PROD Q D-1180097-10279 1180097A-G2A-W1 of this material does not exist
,1180105A-X4K,PL 3/4 x 12 x 3'-7,HS02,PROD,261,1,EA,1000658058,076,2/5/2019,3/6/2019,D-1180105-10325,Special stock PROD Q D-1180105-10325 1180105A-X4K of this material does not exist
,1180105A-X4K,PL 3/4 x 12 x 3'-7,HS02,PROD,261,1,EA,1000658082,076,2/6/2019,3/6/2019,D-1180105-10325,Special stock PROD Q D-1180105-10325 1180105A-X4K of this material does not exist
,1180105A-X4K,PL 3/4 x 12 x 3'-7,HS02,PROD,261,1,EA,1000658086,076,2/8/2019,3/6/2019,D-1180105-10325,Special stock PROD Q D-1180105-10325 1180105A-X4K of this material does not exist
,1180105A-X4K,PL 3/4 x 12 x 3'-7,HS02,PROD,261,1,EA,1000658084,076,2/8/2019,3/6/2019,D-1180105-10325,Special stock PROD Q D-1180105-10325 1180105A-X4K of this material does not exist
,1180105A-X4K,PL 3/4 x 12 x 3'-7,HS02,PROD,261,3,EA,1000658051,076,2/12/2019,3/6/2019,D-1180105-10255,Special stock PROD Q D-1180105-10255 1180105A-X4K of this material does not exist
,1180105A-X4K,PL 3/4 x 12 x 3'-7,HS02,PROD,261,1,EA,1000658055,076,2/16/2019,3/6/2019,D-1180105-10279,Special stock PROD Q D-1180105-10279 1180105A-X4K of this material does not exist
,1180119A-G1A-B1,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-B1 of this material does not exist
,1180119A-G1A-B2,PL 1 1/2 x 18 x 80'-11 1/16,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-B2 of this material does not exist
,1180119A-G1A-B3,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-B3 of this material does not exist
,1180119A-G1A-T1,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-T1 of this material does not exist
,1180119A-G1A-T2,PL 1 x 18 x 81'-1 3/16,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-T2 of this material does not exist
,1180119A-G1A-T3,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-T3 of this material does not exist
,1180119A-G1A-W1,PL 5/8 x 55 x 32'-7 11/16,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-W1 of this material does not exist
,1180119A-G1A-W2,PL 5/8 x 55 x 78'-11 9/16,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-W2 of this material does not exist
,1180119A-G1A-W3,PL 5/8 x 55 x 32'-7 5/8,HS01,PROD,261,1,EA,1000658759,076,3/11/2019,3/11/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G1A-W3 of this material does not exist
,1180119A-G2A-B1,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-B1 of this material does not exist
,1180119A-G2A-B2,PL 1 1/2 x 18 x 80'-11 1/16,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-B2 of this material does not exist
,1180119A-G2A-B3,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-B3 of this material does not exist
,1180119A-G2A-T1,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-T1 of this material does not exist
,1180119A-G2A-T2,PL 1 x 18 x 81'-1 3/16,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-T2 of this material does not exist
,1180119A-G2A-T3,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-T3 of this material does not exist
,1180119A-G2A-W1,PL 5/8 x 55 x 32'-7 11/16,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-W1 of this material does not exist
,1180119A-G2A-W2,PL 5/8 x 55 x 78'-11 9/16,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-W2 of this material does not exist
,1180119A-G2A-W3,PL 5/8 x 55 x 32'-7 5/8,HS01,PROD,261,1,EA,1000658760,076,3/12/2019,3/12/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G2A-W3 of this material does not exist
,1180119A-G3A-B1,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-B1 of this material does not exist
,1180119A-G3A-B2,PL 1 1/2 x 18 x 80'-11 1/16,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-B2 of this material does not exist
,1180119A-G3A-B3,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-B3 of this material does not exist
,1180119A-G3A-T1,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-T1 of this material does not exist
,1180119A-G3A-T2,PL 1 x 18 x 81'-1 1/8,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-T2 of this material does not exist
,1180119A-G3A-T3,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-T3 of this material does not exist
,1180119A-G3A-W1,PL 5/8 x 55 x 32'-7 11/16,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-W1 of this material does not exist
,1180119A-G3A-W2,PL 5/8 x 55 x 78'-11 5/8,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-W2 of this material does not exist
,1180119A-G3A-W3,PL 5/8 x 55 x 32'-7 5/8,HS01,PROD,261,1,EA,1000658801,076,3/14/2019,3/14/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G3A-W3 of this material does not exist
,1180119A-G4A-B1,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-B1 of this material does not exist
,1180119A-G4A-B2,PL 1 1/2 x 18 x 80'-11 1/16,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-B2 of this material does not exist
,1180119A-G4A-B3,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-B3 of this material does not exist
,1180119A-G4A-T1,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-T1 of this material does not exist
,1180119A-G4A-T2,PL 1 x 18 x 81'-1 1/8,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-T2 of this material does not exist
,1180119A-G4A-T3,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-T3 of this material does not exist
,1180119A-G4A-W1,PL 5/8 x 55 x 32'-7 11/16,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-W1 of this material does not exist
,1180119A-G4A-W2,PL 5/8 x 55 x 78'-11 9/16,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-W2 of this material does not exist
,1180119A-G4A-W3,PL 5/8 x 55 x 32'-7 5/8,HS01,PROD,261,1,EA,1000658802,076,3/13/2019,3/13/2019,D-1180119-10280,Special stock PROD Q D-1180119-10280 1180119A-G4A-W3 of this material does not exist
,1180119A-G5A-B1,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-B1 of this material does not exist
,1180119A-G5A-B2,PL 1 1/2 x 18 x 80'-11 1/16,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-B2 of this material does not exist
,1180119A-G5A-B3,PL 1 1/2 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-B3 of this material does not exist
,1180119A-G5A-T1,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-T1 of this material does not exist
,1180119A-G5A-T2,PL 1 x 18 x 81'-1 3/16,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-T2 of this material does not exist
,1180119A-G5A-T3,PL 1 x 18 x 31'-6 3/16,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-T3 of this material does not exist
,1180119A-G5A-W1,PL 5/8 x 55 x 32'-7 11/16,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-W1 of this material does not exist
,1180119A-G5A-W2,PL 5/8 x 55 x 78'-11 5/8,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-W2 of this material does not exist
,1180119A-G5A-W3,PL 5/8 x 55 x 32'-7 5/8,HS01,PROD,261,1,EA,1000658803,076,3/15/2019,3/15/2019,D-1180119-10256,Special stock PROD Q D-1180119-10256 1180119A-G5A-W3 of this material does not exist
,1180123A-G2A-B1,PL 1 1/4 x 18 x 21'-9,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-G2A-B1 of this material does not exist
,1180123A-G2A-B2,PL 2 1/4 x 18 x 63'-0,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-G2A-B2 of this material does not exist
,1180123A-G2A-B3,PL 1 1/4 x 18 x 21'-8 15/16,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-G2A-B3 of this material does not exist
,1180123A-G2A-T1,PL 1 x 18 x 68'-4 1/8,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-G2A-T1 of this material does not exist
,1180123A-G2A-T2,PL 1 x 18 x 38'-3,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-G2A-T2 of this material does not exist
,1180123A-G2A-W1,PL 5/8 x 40 x 38'-3 1/16,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-G2A-W1 of this material does not exist
,1180123A-G2A-W2,PL 5/8 x 40 x 68'-4 3/4,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-G2A-W2 of this material does not exist
,1180123A-X2K,PL 1 7/8 x 18 x 1'-8,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-X2K of this material does not exist
,1180123A-X2M,PL 2 1/4 x 18 x 1'-8,HS02,PROD,261,1,EA,1000654098,076,3/15/2019,3/15/2019,D-1180123-10252,Special stock PROD Q D-1180123-10252 1180123A-X2M of this material does not exist
,1180163B-G1A-B1,PL 1 3/4 x 18 x 43'-5 1/4,HS02,PROD,261,1,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-G1A-B1 of this material does not exist
,1180163B-G1A-B2,PL 1 3/4 x 18 x 83'-0 1/16,HS02,PROD,261,1,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-G1A-B2 of this material does not exist
,1180163B-G1A-T1,PL 3/4 x 18 x 43'-6 7/8,HS02,PROD,261,1,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-G1A-T1 of this material does not exist
,1180163B-G1A-T2,PL 3/4 x 18 x 83'-0 1/16,HS02,PROD,261,1,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-G1A-T2 of this material does not exist
,1180163B-G1A-W1,PL 5/8 x 50 x 48'-9 7/8,HS02,PROD,261,1,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-G1A-W1 of this material does not exist
,1180163B-G1A-W2,PL 5/8 x 50 x 77'-9 1/16,HS02,PROD,261,1,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-G1A-W2 of this material does not exist
,1180163B-G2A-B1,PL 1 3/4 x 18 x 43'-5 3/16,HS02,PROD,261,1,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-G2A-B1 of this material does not exist
,1180163B-G2A-B2,PL 1 3/4 x 18 x 83'-0 1/8,HS02,PROD,261,1,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-G2A-B2 of this material does not exist
,1180163B-G2A-T1,PL 3/4 x 18 x 43'-6 15/16,HS02,PROD,261,1,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-G2A-T1 of this material does not exist
,1180163B-G2A-T2,PL 3/4 x 18 x 83'-0 1/8,HS02,PROD,261,1,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-G2A-T2 of this material does not exist
,1180163B-G2A-W1,PL 5/8 x 50 x 48'-9 7/8,HS02,PROD,261,1,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-G2A-W1 of this material does not exist
,1180163B-G2A-W2,PL 5/8 x 50 x 77'-9 1/16,HS02,PROD,261,1,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-G2A-W2 of this material does not exist
,1180163B-G3A-B1,PL 1 3/4 x 18 x 43'-5 1/4,HS02,PROD,261,1,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-G3A-B1 of this material does not exist
,1180163B-G3A-B2,PL 1 3/4 x 18 x 83'-0 1/16,HS02,PROD,261,1,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-G3A-B2 of this material does not exist
,1180163B-G3A-T1,PL 3/4 x 18 x 43'-6 7/8,HS02,PROD,261,1,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-G3A-T1 of this material does not exist
,1180163B-G3A-T2,PL 3/4 x 18 x 83'-0 1/16,HS02,PROD,261,1,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-G3A-T2 of this material does not exist
,1180163B-G3A-W1,PL 5/8 x 50 x 48'-9 7/8,HS02,PROD,261,1,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-G3A-W1 of this material does not exist
,1180163B-G3A-W2,PL 5/8 x 50 x 77'-9 1/16,HS02,PROD,261,1,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-G3A-W2 of this material does not exist
,1180163B-G4A-B1,PL 1 3/4 x 18 x 43'-5 3/16,HS02,PROD,261,1,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-G4A-B1 of this material does not exist
,1180163B-G4A-B2,PL 1 3/4 x 18 x 83'-0 1/8,HS02,PROD,261,1,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-G4A-B2 of this material does not exist
,1180163B-G4A-T1,PL 3/4 x 18 x 43'-6 15/16,HS02,PROD,261,1,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-G4A-T1 of this material does not exist
,1180163B-G4A-T2,PL 3/4 x 18 x 83'-0 1/8,HS02,PROD,261,1,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-G4A-T2 of this material does not exist
,1180163B-G4A-W1,PL 5/8 x 50 x 48'-9 7/8,HS02,PROD,261,1,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-G4A-W1 of this material does not exist
,1180163B-G4A-W2,PL 5/8 x 50 x 77'-9 1/16,HS02,PROD,261,1,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-G4A-W2 of this material does not exist
,1180163B-G5A-B1,PL 1 3/4 x 18 x 43'-5 1/8,HS02,PROD,261,1,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-G5A-B1 of this material does not exist
,1180163B-G5A-B2,PL 1 3/4 x 18 x 83'-0 1/8,HS02,PROD,261,1,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-G5A-B2 of this material does not exist
,1180163B-G5A-T1,PL 3/4 x 18 x 43'-7,HS02,PROD,261,1,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-G5A-T1 of this material does not exist
,1180163B-G5A-T2,PL 3/4 x 18 x 83'-0 1/8,HS02,PROD,261,1,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-G5A-T2 of this material does not exist
,1180163B-G5A-W1,PL 5/8 x 50 x 48'-9 15/16,HS02,PROD,261,1,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-G5A-W1 of this material does not exist
,1180163B-G5A-W2,PL 5/8 x 50 x 77'-9 1/8,HS02,PROD,261,1,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-G5A-W2 of this material does not exist
,1180163B-X1A,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,2,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-X1A of this material does not exist
,1180163B-X1A,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,2,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-X1A of this material does not exist
,1180163B-X1B,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,2,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-X1B of this material does not exist
,1180163B-X1B,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,2,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-X1B of this material does not exist
,1180163B-X1C,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,2,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-X1C of this material does not exist
,1180163B-X1C,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,2,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-X1C of this material does not exist
,1180163B-X1D,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,2,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-X1D of this material does not exist
,1180163B-X1F,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,4,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-X1F of this material does not exist
,1180163B-X1F,PL 7/8 x 8 3/4 x 4'-2,HS02,PROD,261,2,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-X1F of this material does not exist
,1180163B-X1G,PL 1/2 x 6 x 4'-2,HS02,PROD,261,5,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-X1G of this material does not exist
,1180163B-X1H,PL 1/2 x 6 x 4'-2,HS02,PROD,261,5,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-X1H of this material does not exist
,1180163B-X1H,PL 1/2 x 6 x 4'-2,HS02,PROD,261,5,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-X1H of this material does not exist
,1180163B-X1K,PL 1/2 x 6 x 4'-2,HS02,PROD,261,5,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-X1K of this material does not exist
,1180163B-X1M,PL 1/2 x 6 x 4'-2,HS02,PROD,261,10,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-X1M of this material does not exist
,1180163B-X1M,PL 1/2 x 6 x 4'-2,HS02,PROD,261,5,EA,1000667601,076,3/13/2019,3/13/2019,D-1180163-10341,Special stock PROD Q D-1180163-10341 1180163B-X1M of this material does not exist
,1180163B-X1N,PL 1/2 x 6 x 4'-2,HS02,PROD,261,5,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-X1N of this material does not exist
,1180163B-X1P,PL 5/8 x 9 x 0'-2 1/2,HS02,PROD,261,6,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-X1P of this material does not exist
,1180163B-X1P,PL 5/8 x 9 x 0'-2 1/2,HS02,PROD,261,6,EA,1000667559,076,3/14/2019,3/14/2019,D-1180163-10287,Special stock PROD Q D-1180163-10287 1180163B-X1P of this material does not exist
,1180163B-X1S,PL 3/4 x 16 x 1'-8,HS02,PROD,261,2,EA,1000667560,076,3/11/2019,3/11/2019,D-1180163-10314,Special stock PROD Q D-1180163-10314 1180163B-X1S of this material does not exist
,1180163B-X1S,PL 3/4 x 16 x 1'-8,HS02,PROD,261,2,EA,1000667602,076,3/12/2019,3/12/2019,D-1180163-10368,Special stock PROD Q D-1180163-10368 1180163B-X1S of this material does not exist
,1180163B-X1S,PL 3/4 x 16 x 1'-8,HS02,PROD,261,2,EA,1000667558,076,3/13/2019,3/13/2019,D-1180163-10260,Special stock PROD Q D-1180163-10260 1180163B-X1S of this material does not exist
